customerID;paidDate;total
6;2021-12-07;8573
2;2021-09-22;15876
1;2021-08-27;46957
13;2021-08-12;89147
4;2021-09-06;52071
10;2021-03-22;31601
6;2021-03-30;43300
6;2021-10-04;23237
11;2021-02-02;87646
2;2021-12-02;63300
6;2021-07-18;76366
19;2021-05-16;63589
9;2021-12-18;26327
7;2021-01-16;52879
19;2021-03-23;51735
19;2021-03-17;32887
4;2021-12-12;4154
12;2021-07-18;93903
14;2021-11-28;32274
18;2021-03-10;62250
16;2021-03-22;76694
11;2021-08-30;71712
6;2021-07-04;59358
8;2021-03-01;98217
7;2021-03-05;59891
5;2021-07-19;83431
6;2021-01-19;34118
3;2021-07-16;96051
17;2021-07-23;89474
8;2021-10-05;58038
7;2021-08-24;34856
4;2021-04-02;83186
3;2021-04-27;10336
17;2021-11-29;61256
15;2021-01-08;50701
19;2021-05-20;4256
4;2021-11-08;37284
19;2021-04-05;29791
17;2021-03-26;47002
12;2021-01-15;1998
20;2021-01-28;55764
14;2021-08-30;54018
2;2021-08-31;16971
5;2021-03-28;10720
16;2021-03-04;84892
14;2021-03-26;78491
15;2021-03-21;54536
13;2021-11-12;46665
4;2021-09-29;54064
14;2021-05-24;20914
13;2021-05-16;81665
13;2021-09-19;55522
19;2021-08-03;77020
14;2021-10-04;57285
5;2021-03-19;72350
6;2021-11-06;29231
13;2021-02-23;7867
13;2021-04-19;81331
11;2021-10-01;15607
19;2021-01-24;72884
19;2021-10-01;59209
10;2021-11-29;17743
1;2021-09-14;86368
6;2021-05-18;82706
14;2021-11-25;4355
17;2021-03-29;19470
5;2021-01-12;12109
5;2021-10-18;70369
2;2021-03-31;11501
5;2021-09-01;11801
9;2021-10-05;4132
8;2021-01-15;28210
15;2021-05-01;6061
9;2021-10-27;21183
19;2021-03-24;99153
7;2021-02-19;35722
4;2021-03-14;26118
7;2021-05-07;97245
10;2021-09-12;24090
19;2021-07-25;28413
19;2021-05-17;12869
1;2021-09-26;87050
1;2021-04-01;88916
7;2021-10-17;3323
6;2021-05-22;48781
5;2021-01-02;60552
18;2021-02-06;71822
6;2021-02-04;91219
4;2021-08-21;57849
9;2021-10-17;94659
19;2021-05-30;62920
14;2021-01-03;45765
3;2021-04-04;17598
5;2021-07-27;73244
12;2021-03-10;15730
14;2021-08-19;95844
8;2021-08-29;74203
4;2021-09-01;87477
14;2021-01-06;79991
15;2021-01-07;54407
18;2021-10-11;4062
2;2021-09-27;21314
20;2021-08-04;39198
10;2021-03-31;24851
19;2021-07-14;59907
12;2021-11-11;18419
12;2021-06-15;39969
15;2021-02-24;45555
5;2021-08-08;24580
20;2021-04-06;82184
18;2021-12-08;90503
8;2021-09-11;15327
8;2021-12-23;22556
17;2021-12-14;26946
9;2021-07-02;78907
19;2021-05-15;81676
14;2021-09-28;3465
15;2021-07-15;46499
18;2021-06-18;82837
19;2021-10-02;21816
17;2021-01-07;18029
20;2021-03-22;90097
5;2021-01-26;95293
13;2021-10-06;91220
13;2021-02-01;38154
12;2021-07-12;19803
2;2021-11-06;51256
1;2021-05-15;28173
3;2021-05-19;56266
10;2021-05-04;42763
9;2021-12-06;20678
15;2021-10-08;67648
8;2021-05-22;13548
10;2021-10-10;25034
16;2021-10-14;36025
12;2021-07-04;63385
2;2021-06-13;26903
13;2021-08-09;2176
15;2021-06-10;214
4;2021-06-14;69576
7;2021-05-27;871
9;2021-12-24;66700
2;2021-01-21;40519
9;2021-01-16;63093
12;2021-01-01;15775
13;2021-01-18;48286
15;2021-05-01;3883
16;2021-06-01;17647
10;2021-06-14;15318
2;2021-03-07;53087
16;2021-02-17;58650
12;2021-11-20;77873
11;2021-03-19;6296
12;2021-07-14;87985
20;2021-04-11;28613
9;2021-12-11;76853
3;2021-05-23;14738
14;2021-07-29;90775
19;2021-10-10;85281
15;2021-02-09;66540
1;2021-11-28;78029
5;2021-08-19;4038
6;2021-03-11;59488
3;2021-04-16;50696
1;2021-03-14;55158
5;2021-03-24;74677
2;2021-06-05;83709
9;2021-05-13;25828
11;2021-12-28;64021
19;2021-09-02;11647
14;2021-09-03;55104
17;2021-08-21;16135
19;2021-10-23;65585
13;2021-11-09;43329
17;2021-12-08;93814
19;2021-04-30;64927
16;2021-04-30;46149
6;2021-11-21;95816
15;2021-02-16;46839
4;2021-08-07;11270
17;2021-04-08;5251
12;2021-02-27;57698
7;2021-08-06;89720
5;2021-01-08;19014
6;2021-03-28;98243
12;2021-01-28;89249
8;2021-12-14;4274
6;2021-03-16;15553
16;2021-03-25;73257
5;2021-06-10;94633
20;2021-10-09;73550
4;2021-01-25;31199
7;2021-08-08;43030
9;2021-04-12;53425
12;2021-07-06;4648
20;2021-05-21;1584
8;2021-08-13;60282
6;2021-03-31;372
8;2021-06-17;73562
19;2021-03-09;85130
10;2021-12-10;77542
11;2021-05-25;4123
15;2021-12-16;52298
5;2021-07-09;84457
9;2021-01-13;58508
13;2021-11-27;23183
6;2021-11-19;49336
18;2021-01-23;68386
4;2021-01-01;21616
6;2021-07-15;61574
4;2021-04-06;34678
14;2021-11-05;74825
20;2021-10-30;73433
11;2021-12-05;21334
2;2021-06-03;81774
19;2021-12-19;12474
14;2021-09-29;34631
9;2021-06-26;66623
20;2021-02-06;72584
19;2021-01-02;22833
15;2021-03-15;60389
11;2021-03-26;17848
10;2021-05-17;82089
20;2021-03-03;33871
14;2021-02-08;4714
9;2021-06-02;974
7;2021-12-01;86716
17;2021-10-04;70867
20;2021-04-19;65395
19;2021-05-24;92896
11;2021-10-08;20372
4;2021-06-28;73083
1;2021-01-09;22756
5;2021-02-17;67019
11;2021-05-08;9467
3;2021-10-18;6467
9;2021-03-19;6780
12;2021-11-12;44683
5;2021-02-07;51379
1;2021-11-13;36502
19;2021-10-15;67079
19;2021-02-26;75104
9;2021-09-29;2726
3;2021-11-02;46405
4;2021-07-09;61152
2;2021-12-19;88477
12;2021-06-26;16159
20;2021-07-22;63827
19;2021-08-27;73258
9;2021-01-03;5734
4;2021-05-23;42535
10;2021-02-02;16810
1;2021-11-30;90883
8;2021-02-25;7242
9;2021-05-08;48052
17;2021-03-08;90948
2;2021-07-29;99706
3;2021-01-13;71452
15;2021-03-08;43573
17;2021-06-30;77921
4;2021-06-04;29722
16;2021-06-02;58766
13;2021-11-27;18278
14;2021-04-27;36044
13;2021-10-29;32061
8;2021-06-30;84633
1;2021-01-23;19524
16;2021-01-20;50548
16;2021-12-09;44755
3;2021-05-05;90267
8;2021-04-02;2759
13;2021-05-10;21463
13;2021-12-09;65162
6;2021-10-05;6753
5;2021-03-08;24447
8;2021-07-01;35716
14;2021-04-07;38187
17;2021-02-05;52544
3;2021-01-02;39205
4;2021-12-23;32878
18;2021-11-08;27685
20;2021-01-28;643
9;2021-06-27;97604
1;2021-10-01;12748
18;2021-09-14;49466
6;2021-02-12;21487
12;2021-07-06;37200
16;2021-01-24;45311
18;2021-04-09;97717
11;2021-06-26;50747
13;2021-03-24;87340
12;2021-11-13;62415
19;2021-06-01;36469
8;2021-04-05;45654
9;2021-03-26;48529
6;2021-05-12;44181
15;2021-02-25;55797
3;2021-10-02;57463
19;2021-05-30;45395
6;2021-06-29;17819
7;2021-12-18;80585
17;2021-10-22;99797
18;2021-06-12;2639
4;2021-10-07;48520
20;2021-09-03;29851
5;2021-11-25;54904
10;2021-04-26;53939
7;2021-03-06;7816
17;2021-05-26;6312
20;2021-02-04;36984
14;2021-04-26;66102
12;2021-11-30;10773
9;2021-07-06;99348
16;2021-05-25;33495
3;2021-06-13;15415
12;2021-06-23;9638
16;2021-05-13;52826
3;2021-12-06;18547
11;2021-05-29;40051
17;2021-12-26;63748
12;2021-01-04;62814
16;2021-07-23;82860
10;2021-01-04;60392
4;2021-04-01;567
12;2021-09-16;60973
7;2021-09-10;33153
19;2021-10-23;59421
20;2021-02-27;53341
16;2021-04-29;35692
15;2021-01-15;31933
4;2021-09-08;90259
5;2021-08-30;7019
2;2021-11-03;52329
5;2021-03-30;21657
1;2021-05-30;14338
19;2021-04-05;66763
13;2021-06-23;64491
10;2021-02-20;96707
2;2021-06-29;59115
2;2021-10-26;77262
15;2021-07-15;66530
2;2021-06-03;84525
12;2021-01-26;37192
13;2021-01-17;40622
15;2021-04-29;412
2;2021-05-09;9921
20;2021-08-15;22470
6;2021-11-27;60190
17;2021-09-24;70697
13;2021-02-28;35067
5;2021-12-09;79792
9;2021-11-20;31736
19;2021-01-08;96098
15;2021-05-09;7805
7;2021-10-25;98485
18;2021-06-17;52164
1;2021-05-24;89896
16;2021-05-26;20462
11;2021-06-08;83871
13;2021-11-10;69461
7;2021-08-31;21030
16;2021-04-09;70584
13;2021-04-23;7470
7;2021-01-27;90740
3;2021-06-07;79232
6;2021-12-03;64481
15;2021-10-24;43140
3;2021-08-24;85938
9;2021-04-25;87182
15;2021-04-11;52626
5;2021-11-02;17451
20;2021-10-28;28145
19;2021-08-18;48923
15;2021-12-03;65775
18;2021-02-04;12892
16;2021-05-30;57127
4;2021-02-05;37163
11;2021-12-20;58814
10;2021-05-09;50154
10;2021-09-30;10502
1;2021-07-21;60794
5;2021-04-04;59985
19;2021-11-02;8022
8;2021-02-12;6911
17;2021-04-05;45468
2;2021-12-14;55218
20;2021-11-18;37506
2;2021-10-16;90140
14;2021-05-14;65337
13;2021-10-20;37311
6;2021-12-25;22512
1;2021-01-03;26415
3;2021-04-17;59410
14;2021-02-05;81281
8;2021-04-14;75670
18;2021-03-23;87522
14;2021-04-01;70414
14;2021-07-12;98455
4;2021-03-25;69251
3;2021-01-27;79822
14;2021-07-06;16174
1;2021-11-08;33347
4;2021-08-03;29454
10;2021-02-18;71122
14;2021-12-21;30832
6;2021-08-19;30735
16;2021-07-02;86065
18;2021-06-30;17214
16;2021-08-31;6628
11;2021-05-17;55141
11;2021-08-10;11937
12;2021-08-15;80696
4;2021-06-22;73158
19;2021-06-20;13812
14;2021-11-10;17725
9;2021-04-12;79173
2;2021-02-07;21299
15;2021-02-14;85358
14;2021-12-16;63090
18;2021-01-25;69504
4;2021-08-16;24557
12;2021-05-06;10675
5;2021-11-16;23731
1;2021-01-19;95617
18;2021-09-20;41325
8;2021-07-11;8203
15;2021-12-03;53663
15;2021-06-23;7270
15;2021-09-11;1706
1;2021-08-02;5931
1;2021-04-25;7319
11;2021-07-02;86929
20;2021-10-03;56302
13;2021-05-03;69052
6;2021-04-17;3043
8;2021-05-03;33226
12;2021-04-17;81496
1;2021-02-27;9320
6;2021-07-29;55620
8;2021-07-22;88354
11;2021-10-10;6796
19;2021-07-16;10482
3;2021-03-12;64382
20;2021-05-02;18666
8;2021-04-09;6091
7;2021-03-16;33652
11;2021-02-02;17143
11;2021-07-03;1272
3;2021-04-04;49871
18;2021-06-26;11625
5;2021-09-01;3658
10;2021-12-29;293
1;2021-06-13;92995
8;2021-02-09;35672
6;2021-05-17;9698
14;2021-01-14;17373
5;2021-08-10;44046
4;2021-07-23;98849
15;2021-12-20;74129
3;2021-11-02;83055
2;2021-03-14;1604
2;2021-02-05;57492
8;2021-05-19;24744
14;2021-03-09;28551
20;2021-06-18;80231
10;2021-04-23;1711
13;2021-08-07;40650
3;2021-09-02;65914
8;2021-06-05;21369
9;2021-05-23;8660
14;2021-08-11;18632
13;2021-04-01;44550
5;2021-12-25;28345
19;2021-04-18;17603
4;2021-01-17;32302
19;2021-07-08;20050
12;2021-04-08;473
9;2021-04-23;98863
5;2021-10-31;45733
12;2021-09-01;62705
18;2021-02-17;28873
6;2021-01-16;14714
5;2021-03-21;87926
2;2021-01-30;48234
20;2021-12-06;41285
9;2021-12-16;58055
5;2021-05-31;94188
19;2021-04-04;73994
17;2021-08-05;19903
4;2021-10-19;55945
16;2021-01-23;1751
13;2021-09-21;35364
7;2021-10-13;84097
20;2021-07-11;59750
19;2021-03-27;74077
20;2021-01-11;62986
4;2021-02-06;49217
11;2021-06-18;93956
13;2021-06-09;76564
15;2021-01-29;77752
10;2021-11-22;57267
18;2021-06-25;31767
6;2021-02-11;7524
8;2021-08-27;14180
14;2021-01-10;65392
17;2021-08-12;27842
6;2021-10-28;32112
5;2021-10-29;990
3;2021-04-03;69248
4;2021-11-24;11571
19;2021-12-14;46882
4;2021-07-27;12292
12;2021-12-21;75264
16;2021-03-27;73902
10;2021-06-03;34850
12;2021-11-03;36917
16;2021-02-01;97716
19;2021-05-04;11200
18;2021-10-02;63494
10;2021-10-01;98184
13;2021-11-03;89495
11;2021-12-19;47017
18;2021-08-21;87787
10;2021-01-30;34402
15;2021-05-26;79856
10;2021-06-16;39569
6;2021-06-27;54099
16;2021-12-13;81368
9;2021-12-25;18766
1;2021-04-13;54097
14;2021-12-08;4448
16;2021-09-26;30861
16;2021-05-21;42357
12;2021-08-09;418
4;2021-11-02;16509
8;2021-10-09;17638
6;2021-01-21;41823
1;2021-08-07;37778
19;2021-05-09;77438
5;2021-10-15;91399
8;2021-05-24;77626
8;2021-03-29;55094
13;2021-12-27;20660
4;2021-12-01;40933
1;2021-12-25;75870
11;2021-08-31;28540
19;2021-07-02;40376
8;2021-03-21;81947
14;2021-05-17;23297
2;2021-11-03;92529
19;2021-08-10;65442
1;2021-05-10;1710
1;2021-05-29;81106
19;2021-01-04;24887
19;2021-07-23;90406
4;2021-07-20;92046
17;2021-03-30;77911
14;2021-12-21;15967
4;2021-02-17;8831
18;2021-01-24;46315
3;2021-08-08;31154
7;2021-07-16;61106
17;2021-04-09;60783
2;2021-07-09;74210
11;2021-07-26;99254
10;2021-01-13;4625
2;2021-04-05;4328
15;2021-05-31;75079
20;2021-05-06;63175
12;2021-10-26;2461
15;2021-12-08;94617
5;2021-09-13;74310
8;2021-09-15;68957
14;2021-12-23;86015
15;2021-04-12;98382
19;2021-04-12;91197
12;2021-11-02;32430
15;2021-05-09;571
16;2021-07-27;5649
18;2021-09-08;18076
18;2021-01-04;83881
5;2021-08-30;11867
9;2021-05-18;67118
10;2021-02-08;6112
10;2021-12-21;26573
2;2021-12-15;59830
19;2021-03-06;34275
6;2021-12-07;69812
4;2021-06-04;17737
20;2021-04-26;23498
6;2021-04-25;9556
9;2021-10-28;76944
6;2021-04-18;26466
13;2021-12-14;43889
8;2021-08-02;85660
9;2021-11-27;86491
1;2021-02-15;1019
13;2021-10-04;88634
5;2021-02-17;80324
18;2021-12-22;93376
18;2021-03-25;18125
