zipCode;"city";"lat";"lng"
1417;"København K";NULL;NULL
1418;"København K";NULL;NULL
1419;"København K";NULL;NULL
1420;"København K";NULL;NULL
1421;"København K";NULL;NULL
1422;"København K";NULL;NULL
1423;"København K";NULL;NULL
1424;"København K";NULL;NULL
1425;"København K";NULL;NULL
1426;"København K";NULL;NULL
1427;"København K";NULL;NULL
1428;"København K";NULL;NULL
1429;"København K";NULL;NULL
1430;"København K";NULL;NULL
1431;"København K";NULL;NULL
1432;"København K";NULL;NULL
1433;"København K";NULL;NULL
1434;"København K";NULL;NULL
1435;"København K";NULL;NULL
1436;"København K";NULL;NULL
1437;"København K";NULL;NULL
1438;"København K";NULL;NULL
1439;"København K";NULL;NULL
1440;"København K";NULL;NULL
1441;"København K";NULL;NULL
1448;"København K";NULL;NULL
1450;"København K";NULL;NULL
1451;"København K";NULL;NULL
1452;"København K";NULL;NULL
1453;"København K";NULL;NULL
1454;"København K";NULL;NULL
1455;"København K";NULL;NULL
1456;"København K";NULL;NULL
1457;"København K";NULL;NULL
1458;"København K";NULL;NULL
1459;"København K";NULL;NULL
1460;"København K";NULL;NULL
1461;"København K";NULL;NULL
1462;"København K";NULL;NULL
1463;"København K";NULL;NULL
1464;"København K";NULL;NULL
1465;"København K";NULL;NULL
1466;"København K";NULL;NULL
1467;"København K";NULL;NULL
1468;"København K";NULL;NULL
1470;"København K";NULL;NULL
1471;"København K";NULL;NULL
1472;"København K";NULL;NULL
1473;"København K";NULL;NULL
1500;"København V";NULL;NULL
1501;"København V";NULL;NULL
1502;"København V";NULL;NULL
1503;"København V";NULL;NULL
1504;"København V";NULL;NULL
1505;"København V";NULL;NULL
1506;"København V";NULL;NULL
1507;"København V";NULL;NULL
1508;"København V";NULL;NULL
1509;"København V";NULL;NULL
1510;"København V";NULL;NULL
1532;"København V";NULL;NULL
1533;"København V";NULL;NULL
1550;"København V";NULL;NULL
1551;"København V";NULL;NULL
1552;"København V";NULL;NULL
1553;"København V";NULL;NULL
1554;"København V";NULL;NULL
1555;"København V";NULL;NULL
1556;"København V";NULL;NULL
1557;"København V";NULL;NULL
1558;"København V";NULL;NULL
1559;"København V";NULL;NULL
1560;"København V";NULL;NULL
1561;"København V";NULL;NULL
1562;"København V";NULL;NULL
1563;"København V";NULL;NULL
1564;"København V";NULL;NULL
1566;"København V";NULL;NULL
1567;"København V";NULL;NULL
1568;"København V";NULL;NULL
1569;"København V";NULL;NULL
1570;"København V";NULL;NULL
1571;"København V";NULL;NULL
1572;"København V";NULL;NULL
1573;"København V";NULL;NULL
1574;"København V";NULL;NULL
1575;"København V";NULL;NULL
1576;"København V";NULL;NULL
1577;"København V";NULL;NULL
1590;"København V";NULL;NULL
1592;"København V";NULL;NULL
1599;"København V";NULL;NULL
1600;"København V";NULL;NULL
1601;"København V";NULL;NULL
1602;"København V";NULL;NULL
1603;"København V";NULL;NULL
1604;"København V";NULL;NULL
1605;"København V";NULL;NULL
1606;"København V";NULL;NULL
1607;"København V";NULL;NULL
1608;"København V";NULL;NULL
1609;"København V";NULL;NULL
1610;"København V";NULL;NULL
1611;"København V";NULL;NULL
1612;"København V";NULL;NULL
1613;"København V";NULL;NULL
1614;"København V";NULL;NULL
1615;"København V";NULL;NULL
1616;"København V";NULL;NULL
1617;"København V";NULL;NULL
1618;"København V";NULL;NULL
1619;"København V";NULL;NULL
1620;"København V";NULL;NULL
1621;"København V";NULL;NULL
1622;"København V";NULL;NULL
1623;"København V";NULL;NULL
1624;"København V";NULL;NULL
1630;"København V";NULL;NULL
1631;"København V";NULL;NULL
1632;"København V";NULL;NULL
1633;"København V";NULL;NULL
1634;"København V";NULL;NULL
1635;"København V";NULL;NULL
1639;"København V";NULL;NULL
1640;"København V";NULL;NULL
1650;"København V";NULL;NULL
1651;"København V";NULL;NULL
1652;"København V";NULL;NULL
1653;"København V";NULL;NULL
1654;"København V";NULL;NULL
1655;"København V";NULL;NULL
1656;"København V";NULL;NULL
1657;"København V";NULL;NULL
1658;"København V";NULL;NULL
1659;"København V";NULL;NULL
1660;"København V";NULL;NULL
1661;"København V";NULL;NULL
1662;"København V";NULL;NULL
1663;"København V";NULL;NULL
1664;"København V";NULL;NULL
1665;"København V";NULL;NULL
1666;"København V";NULL;NULL
1667;"København V";NULL;NULL
1668;"København V";NULL;NULL
1669;"København V";NULL;NULL
1670;"København V";NULL;NULL
1671;"København V";NULL;NULL
1672;"København V";NULL;NULL
1673;"København V";NULL;NULL
1674;"København V";NULL;NULL
1675;"København V";NULL;NULL
1676;"København V";NULL;NULL
1677;"København V";NULL;NULL
1699;"København V";NULL;NULL
1700;"København V";NULL;NULL
1701;"København V";NULL;NULL
1702;"København V";NULL;NULL
1703;"København V";NULL;NULL
1704;"København V";NULL;NULL
1705;"København V";NULL;NULL
1706;"København V";NULL;NULL
1707;"København V";NULL;NULL
1708;"København V";NULL;NULL
1709;"København V";NULL;NULL
1710;"København V";NULL;NULL
1711;"København V";NULL;NULL
1712;"København V";NULL;NULL
1713;"København V";NULL;NULL
1714;"København V";NULL;NULL
1715;"København V";NULL;NULL
1716;"København V";NULL;NULL
1717;"København V";NULL;NULL
1718;"København V";NULL;NULL
1719;"København V";NULL;NULL
1720;"København V";NULL;NULL
1721;"København V";NULL;NULL
1722;"København V";NULL;NULL
1723;"København V";NULL;NULL
1724;"København V";NULL;NULL
1725;"København V";NULL;NULL
1726;"København V";NULL;NULL
1727;"København V";NULL;NULL
1728;"København V";NULL;NULL
1729;"København V";NULL;NULL
1730;"København V";NULL;NULL
1731;"København V";NULL;NULL
1732;"København V";NULL;NULL
1733;"København V";NULL;NULL
1734;"København V";NULL;NULL
1735;"København V";NULL;NULL
1736;"København V";NULL;NULL
1737;"København V";NULL;NULL
1738;"København V";NULL;NULL
1739;"København V";NULL;NULL
1748;"København V";NULL;NULL
1749;"København V";NULL;NULL
1750;"København V";NULL;NULL
1751;"København V";NULL;NULL
1752;"København V";NULL;NULL
1753;"København V";NULL;NULL
1754;"København V";NULL;NULL
1755;"København V";NULL;NULL
1756;"København V";NULL;NULL
1757;"København V";NULL;NULL
1758;"København V";NULL;NULL
1759;"København V";NULL;NULL
1760;"København V";NULL;NULL
1761;"København V";NULL;NULL
1762;"København V";NULL;NULL
1763;"København V";NULL;NULL
1764;"København V";NULL;NULL
1765;"København V";NULL;NULL
1766;"København V";NULL;NULL
1770;"København V";NULL;NULL
1771;"København V";NULL;NULL
1772;"København V";NULL;NULL
1773;"København V";NULL;NULL
1774;"København V";NULL;NULL
1775;"København V";NULL;NULL
1777;"København V";NULL;NULL
1778;"København V";NULL;NULL
1780;"København V";NULL;NULL
1782;"København V";NULL;NULL
1784;"København V";NULL;NULL
1785;"København V";NULL;NULL
1786;"København V";NULL;NULL
1787;"København V";NULL;NULL
1788;"København V";NULL;NULL
1789;"København V";NULL;NULL
1790;"København V";NULL;NULL
1795;"København V";NULL;NULL
1799;"København V";NULL;NULL
1800;"Frederiksberg C";NULL;NULL
1801;"Frederiksberg C";NULL;NULL
1802;"Frederiksberg C";NULL;NULL
1803;"Frederiksberg C";NULL;NULL
1804;"Frederiksberg C";NULL;NULL
1805;"Frederiksberg C";NULL;NULL
1806;"Frederiksberg C";NULL;NULL
1807;"Frederiksberg C";NULL;NULL
1808;"Frederiksberg C";NULL;NULL
1809;"Frederiksberg C";NULL;NULL
1810;"Frederiksberg C";NULL;NULL
1811;"Frederiksberg C";NULL;NULL
1812;"Frederiksberg C";NULL;NULL
1813;"Frederiksberg C";NULL;NULL
1814;"Frederiksberg C";NULL;NULL
1815;"Frederiksberg C";NULL;NULL
1816;"Frederiksberg C";NULL;NULL
1817;"Frederiksberg C";NULL;NULL
1818;"Frederiksberg C";NULL;NULL
1819;"Frederiksberg C";NULL;NULL
1820;"Frederiksberg C";NULL;NULL
1822;"Frederiksberg C";NULL;NULL
1823;"Frederiksberg C";NULL;NULL
1824;"Frederiksberg C";NULL;NULL
1825;"Frederiksberg C";NULL;NULL
1826;"Frederiksberg C";NULL;NULL
1827;"Frederiksberg C";NULL;NULL
1828;"Frederiksberg C";NULL;NULL
1829;"Frederiksberg C";NULL;NULL
1835;"Frederiksberg C";NULL;NULL
1850;"Frederiksberg C";NULL;NULL
1851;"Frederiksberg C";NULL;NULL
1852;"Frederiksberg C";NULL;NULL
1853;"Frederiksberg C";NULL;NULL
1854;"Frederiksberg C";NULL;NULL
1855;"Frederiksberg C";NULL;NULL
1856;"Frederiksberg C";NULL;NULL
1857;"Frederiksberg C";NULL;NULL
1860;"Frederiksberg C";NULL;NULL
1861;"Frederiksberg C";NULL;NULL
1862;"Frederiksberg C";NULL;NULL
1863;"Frederiksberg C";NULL;NULL
1864;"Frederiksberg C";NULL;NULL
1865;"Frederiksberg C";NULL;NULL
1866;"Frederiksberg C";NULL;NULL
1867;"Frederiksberg C";NULL;NULL
1868;"Frederiksberg C";NULL;NULL
1870;"Frederiksberg C";NULL;NULL
1871;"Frederiksberg C";NULL;NULL
1872;"Frederiksberg C";NULL;NULL
1873;"Frederiksberg C";NULL;NULL
1874;"Frederiksberg C";NULL;NULL
1875;"Frederiksberg C";NULL;NULL
1876;"Frederiksberg C";NULL;NULL
1877;"Frederiksberg C";NULL;NULL
1878;"Frederiksberg C";NULL;NULL
1879;"Frederiksberg C";NULL;NULL
1900;"Frederiksberg C";NULL;NULL
1901;"Frederiksberg C";NULL;NULL
1902;"Frederiksberg C";NULL;NULL
1903;"Frederiksberg C";NULL;NULL
1904;"Frederiksberg C";NULL;NULL
1905;"Frederiksberg C";NULL;NULL
1906;"Frederiksberg C";NULL;NULL
1908;"Frederiksberg C";NULL;NULL
1909;"Frederiksberg C";NULL;NULL
1910;"Frederiksberg C";NULL;NULL
1911;"Frederiksberg C";NULL;NULL
1912;"Frederiksberg C";NULL;NULL
1913;"Frederiksberg C";NULL;NULL
1914;"Frederiksberg C";NULL;NULL
1915;"Frederiksberg C";NULL;NULL
1916;"Frederiksberg C";NULL;NULL
1917;"Frederiksberg C";NULL;NULL
1920;"Frederiksberg C";NULL;NULL
1921;"Frederiksberg C";NULL;NULL
1922;"Frederiksberg C";NULL;NULL
1923;"Frederiksberg C";NULL;NULL
1924;"Frederiksberg C";NULL;NULL
1925;"Frederiksberg C";NULL;NULL
1926;"Frederiksberg C";NULL;NULL
1927;"Frederiksberg C";NULL;NULL
1928;"Frederiksberg C";NULL;NULL
1931;"Frederiksberg C";NULL;NULL
1950;"Frederiksberg C";NULL;NULL
1951;"Frederiksberg C";NULL;NULL
1952;"Frederiksberg C";NULL;NULL
1953;"Frederiksberg C";NULL;NULL
1954;"Frederiksberg C";NULL;NULL
1955;"Frederiksberg C";NULL;NULL
1956;"Frederiksberg C";NULL;NULL
1957;"Frederiksberg C";NULL;NULL
1958;"Frederiksberg C";NULL;NULL
1959;"Frederiksberg C";NULL;NULL
1960;"Frederiksberg C";NULL;NULL
1961;"Frederiksberg C";NULL;NULL
1962;"Frederiksberg C";NULL;NULL
1963;"Frederiksberg C";NULL;NULL
1964;"Frederiksberg C";NULL;NULL
1965;"Frederiksberg C";NULL;NULL
1966;"Frederiksberg C";NULL;NULL
1967;"Frederiksberg C";NULL;NULL
1970;"Frederiksberg C";NULL;NULL
1971;"Frederiksberg C";NULL;NULL
1972;"Frederiksberg C";NULL;NULL
1973;"Frederiksberg C";NULL;NULL
1974;"Frederiksberg C";NULL;NULL
1999;"Frederiksberg C";NULL;NULL
2000;"Frederiksberg";NULL;NULL
2100;"København Ø";NULL;NULL
2200;"København N";NULL;NULL
2300;"København S";NULL;NULL
2400;"København NV";NULL;NULL
2450;"København SV";NULL;NULL
2500;"Valby";NULL;NULL
2600;"Glostrup";NULL;NULL
2605;"Brøndby";NULL;NULL
2610;"Rødovre";NULL;NULL
2620;"Albertslund";NULL;NULL
2625;"Vallensbæk";NULL;NULL
2630;"Taastrup";NULL;NULL
2635;"Ishøj";NULL;NULL
2640;"Hedehusene";NULL;NULL
2650;"Hvidovre";NULL;NULL
2660;"Brøndby Strand";NULL;NULL
2665;"Vallensbæk Strand";NULL;NULL
2670;"Greve";NULL;NULL
2680;"Solrød Strand";NULL;NULL
2690;"Karlslunde";NULL;NULL
2700;"Brønshøj";NULL;NULL
2720;"Vanløse";NULL;NULL
2730;"Herlev";NULL;NULL
2740;"Skovlunde";NULL;NULL
2750;"Ballerup";NULL;NULL
2760;"Måløv";NULL;NULL
2765;"Smørum";NULL;NULL
2770;"Kastrup";NULL;NULL
2791;"Dragør";NULL;NULL
2800;"Kongens Lyngby";NULL;NULL
2820;"Gentofte";NULL;NULL
2830;"Virum";NULL;NULL
2840;"Holte";NULL;NULL
2850;"Nærum";NULL;NULL
2860;"Søborg";NULL;NULL
2870;"Dyssegård";NULL;NULL
2880;"Bagsværd";NULL;NULL
2900;"Hellerup";NULL;NULL
2920;"Charlottenlund";NULL;NULL
2930;"Klampenborg";NULL;NULL
2942;"Skodsborg";NULL;NULL
2950;"Vedbæk";NULL;NULL
2960;"Rungsted Kyst";NULL;NULL
2970;"Hørsholm";NULL;NULL
2980;"Kokkedal";NULL;NULL
2990;"Nivå";NULL;NULL
3000;"Helsingør";NULL;NULL
3050;"Humlebæk";NULL;NULL
3060;"Espergærde";NULL;NULL
3070;"Snekkersten";NULL;NULL
3080;"Tikøb";NULL;NULL
3100;"Hornbæk";NULL;NULL
3120;"Dronningmølle";NULL;NULL
3140;"Ålsgårde";NULL;NULL
3150;"Hellebæk";NULL;NULL
3200;"Helsinge";NULL;NULL
3210;"Vejby";NULL;NULL
3220;"Tisvildeleje";NULL;NULL
3230;"Græsted";NULL;NULL
3250;"Gilleleje";NULL;NULL
3300;"Frederiksværk";NULL;NULL
3310;"Ølsted";NULL;NULL
3320;"Skævinge";NULL;NULL
3330;"Gørløse";NULL;NULL
3360;"Liseleje";NULL;NULL
3370;"Melby";NULL;NULL
3390;"Hundested";NULL;NULL
3400;"Hillerød";NULL;NULL
3450;"Allerød";NULL;NULL
3460;"Birkerød";NULL;NULL
3480;"Fredensborg";NULL;NULL
3490;"Kvistgård";NULL;NULL
3500;"Værløse";NULL;NULL
3520;"Farum";NULL;NULL
3540;"Lynge";NULL;NULL
3550;"Slangerup";NULL;NULL
3600;"Frederikssund";NULL;NULL
3630;"Jægerspris";NULL;NULL
3650;"Ølstykke";NULL;NULL
3660;"Stenløse";NULL;NULL
3670;"Veksø Sjælland";NULL;NULL
3700;"Rønne";NULL;NULL
3720;"Aakirkeby";NULL;NULL
3730;"Nexø";NULL;NULL
3740;"Svaneke";NULL;NULL
3751;"Østermarie";NULL;NULL
3760;"Gudhjem";NULL;NULL
3770;"Allinge";NULL;NULL
3782;"Klemensker";NULL;NULL
3790;"Hasle";NULL;NULL
4000;"Roskilde";NULL;NULL
4040;"Jyllinge";NULL;NULL
4050;"Skibby";NULL;NULL
4060;"Kirke Såby";NULL;NULL
4070;"Kirke Hyllinge";NULL;NULL
4100;"Ringsted";NULL;NULL
4105;"Ringsted";NULL;NULL
4129;"Ringsted";NULL;NULL
4130;"Viby Sjælland";NULL;NULL
4140;"Borup";NULL;NULL
4160;"Herlufmagle";NULL;NULL
4171;"Glumsø";NULL;NULL
4173;"Fjenneslev";NULL;NULL
4174;"Jystrup Midtsj";NULL;NULL
4180;"Sorø";NULL;NULL
4190;"Munke Bjergby";NULL;NULL
4200;"Slagelse";NULL;NULL
4220;"Korsør";NULL;NULL
4230;"Skælskør";NULL;NULL
4241;"Vemmelev";NULL;NULL
4242;"Boeslunde";NULL;NULL
4243;"Rude";NULL;NULL
4250;"Fuglebjerg";NULL;NULL
4261;"Dalmose";NULL;NULL
4262;"Sandved";NULL;NULL
4270;"Høng";NULL;NULL
4281;"Gørlev";NULL;NULL
4291;"Ruds Vedby";NULL;NULL
4293;"Dianalund";NULL;NULL
4295;"Stenlille";NULL;NULL
4296;"Nyrup";NULL;NULL
4300;"Holbæk";NULL;NULL
4320;"Lejre";NULL;NULL
4330;"Hvalsø";NULL;NULL
4340;"Tølløse";NULL;NULL
4350;"Ugerløse";NULL;NULL
4360;"Kirke Eskilstrup";NULL;NULL
4370;"Store Merløse";NULL;NULL
4390;"Vipperød";NULL;NULL
4400;"Kalundborg";NULL;NULL
4420;"Regstrup";NULL;NULL
4440;"Mørkøv";NULL;NULL
4450;"Jyderup";NULL;NULL
4460;"Snertinge";NULL;NULL
4470;"Svebølle";NULL;NULL
4480;"Store Fuglede";NULL;NULL
4490;"Jerslev Sjælland";NULL;NULL
4500;"Nykøbing Sj";NULL;NULL
4520;"Svinninge";NULL;NULL
4532;"Gislinge";NULL;NULL
4534;"Hørve";NULL;NULL
4540;"Fårevejle";NULL;NULL
4550;"Asnæs";NULL;NULL
4560;"Vig";NULL;NULL
4571;"Grevinge";NULL;NULL
4572;"Nørre Asmindrup";NULL;NULL
4573;"Højby";NULL;NULL
4581;"Rørvig";NULL;NULL
4583;"Sjællands Odde";NULL;NULL
4591;"Føllenslev";NULL;NULL
4592;"Sejerø";NULL;NULL
4593;"Eskebjerg";NULL;NULL
4600;"Køge";NULL;NULL
4621;"Gadstrup";NULL;NULL
4622;"Havdrup";NULL;NULL
4623;"Lille Skensved";NULL;NULL
4632;"Bjæverskov";NULL;NULL
4640;"Faxe";NULL;NULL
4652;"Hårlev";NULL;NULL
4653;"Karise";NULL;NULL
4654;"Faxe Ladeplads";NULL;NULL
4660;"Store Heddinge";NULL;NULL
4671;"Strøby";NULL;NULL
4672;"Klippinge";NULL;NULL
4673;"Rødvig Stevns";NULL;NULL
4681;"Herfølge";NULL;NULL
4682;"Tureby";NULL;NULL
4683;"Rønnede";NULL;NULL
4684;"Holmegaard";NULL;NULL
4690;"Haslev";NULL;NULL
4700;"Næstved";NULL;NULL
4720;"Præstø";NULL;NULL
4733;"Tappernøje";NULL;NULL
4735;"Mern";NULL;NULL
4736;"Karrebæksminde";NULL;NULL
4750;"Lundby";NULL;NULL
4760;"Vordingborg";NULL;NULL
4771;"Kalvehave";NULL;NULL
4772;"Langebæk";NULL;NULL
4773;"Stensved";NULL;NULL
4780;"Stege";NULL;NULL
4791;"Borre";NULL;NULL
4792;"Askeby";NULL;NULL
4793;"Bogø By";NULL;NULL
4800;"Nykøbing F";NULL;NULL
4840;"Nørre Alslev";NULL;NULL
4850;"Stubbekøbing";NULL;NULL
4862;"Guldborg";NULL;NULL
4863;"Eskilstrup";NULL;NULL
4871;"Horbelev";NULL;NULL
4872;"Idestrup";NULL;NULL
4873;"Væggerløse";NULL;NULL
4874;"Gedser";NULL;NULL
4880;"Nysted";NULL;NULL
4891;"Toreby L";NULL;NULL
4892;"Kettinge";NULL;NULL
4894;"Øster Ulslev";NULL;NULL
4895;"Errindlev";NULL;NULL
4900;"Nakskov";NULL;NULL
4912;"Harpelunde";NULL;NULL
4913;"Horslunde";NULL;NULL
4920;"Søllested";NULL;NULL
4930;"Maribo";NULL;NULL
4941;"Bandholm";NULL;NULL
4943;"Torrig L";NULL;NULL
4944;"Fejø";NULL;NULL
4951;"Nørreballe";NULL;NULL
4952;"Stokkemarke";NULL;NULL
4953;"Vesterborg";NULL;NULL
4960;"Holeby";NULL;NULL
4970;"Rødby";NULL;NULL
4983;"Dannemare";NULL;NULL
4990;"Sakskøbing";NULL;NULL
5000;"Odense C";NULL;NULL
5029;"Odense C";NULL;NULL
5090;"Odense C";NULL;NULL
5100;"Odense C";NULL;NULL
5200;"Odense V";NULL;NULL
5210;"Odense NV";NULL;NULL
5220;"Odense SØ";NULL;NULL
5230;"Odense M";NULL;NULL
5240;"Odense NØ";NULL;NULL
5250;"Odense SV";NULL;NULL
5260;"Odense S";NULL;NULL
5270;"Odense N";NULL;NULL
5290;"Marslev";NULL;NULL
5300;"Kerteminde";NULL;NULL
5320;"Agedrup";NULL;NULL
5330;"Munkebo";NULL;NULL
5350;"Rynkeby";NULL;NULL
5370;"Mesinge";NULL;NULL
5380;"Dalby";NULL;NULL
5390;"Martofte";NULL;NULL
5400;"Bogense";NULL;NULL
5450;"Otterup";NULL;NULL
5462;"Morud";NULL;NULL
5463;"Harndrup";NULL;NULL
5464;"Brenderup Fyn";NULL;NULL
5466;"Asperup";NULL;NULL
5471;"Søndersø";NULL;NULL
5474;"Veflinge";NULL;NULL
5485;"Skamby";NULL;NULL
5491;"Blommenslyst";NULL;NULL
5492;"Vissenbjerg";NULL;NULL
5500;"Middelfart";NULL;NULL
5540;"Ullerslev";NULL;NULL
5550;"Langeskov";NULL;NULL
5560;"Aarup";NULL;NULL
5580;"Nørre Aaby";NULL;NULL
5591;"Gelsted";NULL;NULL
5592;"Ejby";NULL;NULL
5600;"Faaborg";NULL;NULL
5610;"Assens";NULL;NULL
5620;"Glamsbjerg";NULL;NULL
